publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	full_coverage	collection	discipline	catalog_identifier_oclc	catalog_identifier_lccn
The Transactions of the Royal Irish Academy	07908113		1787-01-01	1		1906-01-01	33		http://www.jstor.org/journal/tranroyairisacad		tranroyairisacad		fulltext	Publication of this title ceased in 1907.	Royal Irish Academy	serial								P	1787-01-01 - 1906-01-01	Ireland Collection	Area Studies ; History ; History ; Irish Studies	320636289	2009-235094
Transactions of the Society, Instituted at London, for the Encouragement of Arts, Manufactures, and Commerce	20497873		1783-01-01	1		1843-01-01	54		http://www.jstor.org/journal/transoclon		transoclon	P1Y	fulltext		Royal Society for the Encouragement of Arts, Manufactures and Commerce	serial						jsociarts		P	1783-01-01 - 1843-01-01	Business & Economics Collection ; Arts & Sciences XI Collection	Art & Art History ; Arts ; Business ; Business & Economics ; Education ; History ; History of Science & Technology ; Social Sciences	663383249	2013-235101
Transafrican Journal of History	02510391		1977-01-01	6/7		1995-01-01	24		http://www.jstor.org/journal/tranjhist		tranjhist		fulltext	Publication of this title ceased in 1996.	Gideon Were Publications	serial								P	1977-01-01 - 1995-01-01	Arts & Sciences XIV Collection	African Studies ; Area Studies ; History ; History		
The Transatlantic Review	00411078	20512112	1959-07-01		1	1977-06-01		60	http://www.jstor.org/journal/tranrevi		tranrevi		fulltext	Publication of this title ceased in 1977.	Joseph F. McCrindle Foundation	serial								P	1959-07-01 - 1977-06-01	Arts & Sciences XI Collection	Humanities ; Language & Literature	620407075	
Transformation	02653788	17598931	1984-01-01	1	2	2011-10-01	28	4	http://www.jstor.org/journal/transformation		transformation	P4Y	fulltext		Sage Publications, Ltd.	serial								P	1984-01-01 - 2011-10-01	Religion & Theology Collection	Humanities ; Religion		
Transformations: The Journal of Inclusive Scholarship and Pedagogy	10525017	23779578	1990-04-01	1	1	2012-07-01	23	1	http://www.jstor.org/journal/trajincschped		trajincschped	P4Y	fulltext		Penn State University Press	serial								P	1990-04-01 - 2012-07-01	Pennsylvania State University Press Package ; Education Discipline Package ; Arts & Sciences XIV Collection	Education ; Social Sciences		
Transition	00411191	15278042	1961-11-01		1	2014-01-01		115	http://www.jstor.org/journal/transition		transition	P2Y	fulltext		Indiana University Press	serial								P	1961-11-01 - 2014-01-01	Arts & Sciences I Collection ; African & African American Studies Discipline Package ; Language & Literature Collection	African American Studies ; African Studies ; Area Studies ; Humanities ; Language & Literature	42646438	sn99-23435
Translation and Literature	09681361	17500214	1992-01-01	1		2010-10-01	19	2	http://www.jstor.org/journal/translit		translit	P6Y	fulltext		Edinburgh University Press	serial								P	1992-01-01 - 2010-10-01	Arts & Sciences VIII Collection	Humanities ; Language & Literature	51782651	2007-252095
Transportation Journal	00411612	2157328X	1961-10-01	1	1	2012-10-01	51	4	http://www.jstor.org/journal/transportationj		transportationj	P4Y	fulltext		Penn State University Press	serial								P	1961-10-01 - 2012-10-01	Arts & Sciences X Collection ; Pennsylvania State University Press Package ; Business & Economics Discipline Package	Social Sciences ; Transportation Studies	52308953	2010-235378
Transportation Science	00411655	15265447	1967-02-01	1	1	2010-11-01	44	4	http://www.jstor.org/journal/transcience		transcience	P6Y	fulltext		INFORMS	serial								P	1967-02-01 - 2010-11-01	Arts & Sciences X Collection	Social Sciences ; Transportation Studies	42284228	sn 99004449
Trimonthly Report. Ohio Herpetological Society	1557122X		1958-01-20	1	1	1959-01-30	2	1	http://www.jstor.org/journal/trimrepoohioherp		trimrepoohioherp	P4Y	fulltext		Society for the Study of Amphibians and Reptiles	serial						johioherpsoci		P	1958-01-20 - 1959-01-30	Biological Sciences Collection ; Life Sciences Collection	Biological Sciences ; Science & Mathematics ; Zoology	63579243	2006-236656
The Trollopian	15264211		1945-07-01	1	1	1949-03-01	3	4	http://www.jstor.org/journal/trollopian		trollopian	P4Y	fulltext		University of California Press	serial						ninecentfict		P	1945-07-01 - 1949-03-01	For-Profit Academic Arts & Sciences I Collection ; Language & Literature Discipline Package ; Public Library I Collection ; University of California Press Package ; Arts & Sciences I Collection ; Language & Literature Collection ; For-Profit Academic Language & Literature Collection	Humanities ; Language & Literature	42646509	sn99-23437
The Tulane Drama Review	0886800X		1957-06-01	1	3	1967-07-01	11	4	http://www.jstor.org/journal/tuladramrevi		tuladramrevi	P6Y	fulltext		MIT Press	serial						tdr19671968	carldramrevi	P	1957-06-01 - 1967-07-01	Arts & Sciences III Collection	Arts ; Performing Arts	55615372	2004-236876
Tulsa Studies in Women's Literature	07327730	19361645	1982-04-01	1	1	2010-10-01	29	2	http://www.jstor.org/journal/tulsstudwomeslit		tulsstudwomeslit	P6Y	fulltext		University of Tulsa	serial								P	1982-04-01 - 2010-10-01	Arts & Sciences III Collection ; Language & Literature Collection	Feminist & Women's Studies ; Humanities ; Language & Literature	50709956	2002-227205
Turkish Studies Association Bulletin	02756048		1976-10-01	1	1	2001-10-01	25/26	2/1	http://www.jstor.org/journal/turkstudassobull		turkstudassobull	P4Y	fulltext		Indiana University Press	serial						turkstudassoj	newsturkstudasso	P	1976-10-01 - 2001-10-01	Area Studies Discipline Package ; Indiana University Press Package ; Arts & Sciences XIV Collection	Area Studies ; Middle East Studies		
The Turkish Studies Association Journal	23802952		2002-10-01	26	2	2005-01-01	29	1/2	http://www.jstor.org/journal/turkstudassoj		turkstudassoj	P4Y	fulltext		Indiana University Press	serial							turkstudassobull	P	2002-10-01 - 2005-01-01	Area Studies Discipline Package ; Indiana University Press Package ; Arts & Sciences XIV Collection	Area Studies ; Middle East Studies		
Twentieth Century Architecture	13531964	20543263	1994-07-01		1	2012-01-01		10	http://www.jstor.org/journal/twencentarch		twencentarch	P4Y	fulltext		Twentieth Century Society	serial							thirtiessocijour	P	1994-07-01 - 2012-01-01	Arts & Sciences XI Collection	Architecture & Architectural History ; Arts		
Twentieth Century Literature	0041462X		1955-04-01	1	1	2010-12-01	56	4	http://www.jstor.org/journal/twencentlite		twencentlite		fulltext	Coverage presently ends: 2010. JSTOR will resume a moving wall of 5 years in 2016.	Hofstra University	serial								P	1955-04-01 - 2010-12-01	Arts & Sciences III Collection ; Language & Literature Collection	Humanities ; Language & Literature	50709693	2002-227139
The Two-Year College Mathematics Journal	00494925		1970-04-01	1	1	1983-11-01	14	5	http://www.jstor.org/journal/twoyearcollmathj		twoyearcollmathj	P4Y	fulltext		Mathematical Association of America	serial						collmathj		P	1970-04-01 - 1983-11-01	Arts & Sciences II Collection ; Mathematical Association of America Package ; Science, Technology & Mathematics Discipline Package	Mathematics ; Science & Mathematics	51205254	2002-227242
Ulbandus Review	0163450X		1977-10-01	1	1	2014-01-01	16		http://www.jstor.org/journal/ulbarevi		ulbarevi	P1Y	fulltext		Columbia University Slavic Department	serial								P	1977-10-01 - 2014-01-01	For-Profit Academic Arts & Sciences IX Collection ; Public Library I Collection ; Arts & Sciences IX Collection	Area Studies ; Slavic Studies	562178321	2012236357
Ulster Journal of Archaeology	00827355		1853-01-01	1		2010-01-01	69		http://www.jstor.org/journal/ulstjarch		ulstjarch	P4Y	fulltext		Ulster Archaeological Society	serial								P	1853-01-01 - 2010-01-01	Ireland Collection	Archaeology ; Social Sciences	297462568	2010-234961
Universal Human Rights	01632647		1979-01-01	1	1	1980-10-01	2	4	http://www.jstor.org/journal/univhumarigh		univhumarigh	P6Y	fulltext		Johns Hopkins University Press	serial						humarighquar		P	1979-01-01 - 1980-10-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection	Law ; Law	54394613	2004-235665
University College Review	23103973	23118881	1961-04-01	1	1	1961-04-01	1	1	http://www.jstor.org/journal/univcollrevi		univcollrevi	P3Y	fulltext		Institute of Ethiopian Studies	serial						jethistud		P	1961-04-01	Arts & Sciences IX Collection	African Studies ; Area Studies		
The University Journal of Business	15256979		1922-11-01	1	1	1927-01-01	5	1	http://www.jstor.org/journal/univjbusi		univjbusi		fulltext	Publication of this title ceased in 2006.	University of Chicago Press	serial						jbusiunivchic		P	1922-11-01 - 1927-01-01	For-Profit Academic Arts & Sciences I Collection ; Public Library I Collection ; Business & Economics Collection ; For-Profit Academic Business Collection ; Arts & Sciences I Collection ; Business I Collection	Business ; Business & Economics ; Finance	42275862	sn99-23424
The University of Chicago Law Review	00419494		1933-05-01	1	1	2015-07-01	82	3	http://www.jstor.org/journal/univchiclawrevi		univchiclawrevi	P1Y	fulltext		University of Chicago Law Review	serial								P	1933-05-01 - 2015-07-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection ; Public Library I Collection	Law ; Law	47013958	2006-236658
The University of Miami Inter-American Law Review	08841756		1984-04-01	16	1	2013-10-01	45	1	http://www.jstor.org/journal/umiaintlawrev		umiaintlawrev	P3Y	fulltext		University of Miami Inter-American Law Review	serial							lawyeramericas	P	1984-04-01 - 2013-10-01	For-Profit Academic Arts & Sciences VI Collection ; Arts & Sciences VI Collection ; Iberoamérica Collection ; Public Library I Collection	Area Studies ; Latin American Studies ; Law ; Law	64587199	2009-235700
University of Pennsylvania Law Review	00419907		1945-03-01	93	3	2012-12-01	161	1	http://www.jstor.org/journal/univpennlawrevi		univpennlawrevi	P4Y	fulltext		University of Pennsylvania Law Review	serial							univpennlawrevia	P	1945-03-01 - 2012-12-01	Arts & Sciences IV Collection	Law ; Law	60648913	2006-236954
University of Pennsylvania Law Review and American Law Register	07499833		1908-01-01	56	1	1944-12-01	93	2	http://www.jstor.org/journal/univpennlawrevia		univpennlawrevia	P4Y	fulltext		University of Pennsylvania Law Review	serial						univpennlawrevi	amerlawregi1898	P	1908-01-01 - 1944-12-01	Arts & Sciences IV Collection	Law ; Law	50386087	2006-236955
The University of Texas Studies in English	21587973		1949-01-01	28		1956-01-01	35		http://www.jstor.org/journal/univtexastudengl		univtexastudengl	P4Y	fulltext		University of Texas Press	serial						texastudengl	studengl	P	1949-01-01 - 1956-01-01	Arts & Sciences VIII Collection	Humanities ; Language & Literature	609477610	2011-235389
The University of Toronto Law Journal	00420220	17101174	1935-01-01	1	1	2012-10-01	62	4	http://www.jstor.org/journal/univtorolawj		univtorolawj	P4Y	fulltext		University of Toronto Press	serial								P	1935-01-01 - 2012-10-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection	Law ; Law	51785050	2004-235681
University Review	05662478		1954-07-01	1	1	1968-07-01	5	2	http://www.jstor.org/journal/univrevi		univrevi	P6Y	fulltext		Edinburgh University Press	serial						irisunivrevi		P	1954-07-01 - 1968-07-01	Ireland Collection	History ; History ; Humanities ; Language & Literature	448043077	2009-235707
Urban Anthropology	03632024		1972-04-01	1	1	1984-12-01	13	4	http://www.jstor.org/journal/urbananthro		urbananthro	P4Y	fulltext		Institute, Inc.	serial						urbaanthstudcult		P	1972-04-01 - 1984-12-01	Arts & Sciences IX Collection	Anthropology ; Social Sciences	570705026	2011-234590
Urban Anthropology and Studies of Cultural Systems and World Economic Development	08946019		1985-04-01	14	1/3	2012-07-01	41	2/3/4	http://www.jstor.org/journal/urbaanthstudcult		urbaanthstudcult	P4Y	fulltext		Institute, Inc.	serial							urbananthro	P	1985-04-01 - 2012-07-01	Arts & Sciences IX Collection	Anthropology ; Social Sciences	60617085	2011-234589
Urban History Review / Revue d'histoire urbaine	07030428	19185138	1972-02-01	1	1	2013-10-01	42	1	http://www.jstor.org/journal/urbahistrevi		urbahistrevi	P3Y	fulltext		Urban History Review	serial								P	1972-02-01 - 2013-10-01	Arts & Sciences XIII Collection ; Arts & Sciences XIV Collection	Architecture & Architectural History ; Arts ; History ; History ; Social Sciences ; Urban Studies		
The Urban Lawyer	00420905	19426593	1969-04-01	1	1	2012-10-01	44	4	http://www.jstor.org/journal/urbanlawyer		urbanlawyer	P4Y	fulltext		American Bar Association	serial								P	1969-04-01 - 2012-10-01	Arts & Sciences XII Collection	Law ; Law	61314166	2008-228571
Ursus	15376176	19385439	1998-01-01	10		2012-01-01	23	1	http://www.jstor.org/journal/ursus		ursus	P4Y	fulltext		International Association for Bear Research and Management	serial							beartheibiolmana	P	1998-01-01 - 2012-01-01	Biological Sciences Collection ; Life Sciences Collection	Biological Sciences ; Science & Mathematics ; Zoology	60630377	2007-242262
U.S. Catholic Historian	07358318	19478224	1980-10-01	1	1	2010-10-01	28	4	http://www.jstor.org/journal/uscathhist		uscathhist	P6Y	fulltext		Catholic University of America Press	serial								P	1980-10-01 - 2010-10-01	Arts & Sciences V Collection ; Religion & Theology Collection	History ; History ; Humanities ; Religion	318540786	2009-202593
U.S.-Japan Women's Journal	23305037	23305029	2003-01-01		24	2010-01-01		39	http://www.jstor.org/journal/usjapawomej		usjapawomej	P6Y	fulltext		University of Hawai'i Press	serial							usjapawomjengsup	P	2003-01-01 - 2010-01-01	Asia Collection ; Arts & Sciences XIV Collection	Area Studies ; Asian Studies ; Feminist & Women's Studies ; Humanities		
U.S.-Japan Women's Journal. English Supplement	10599770	23782102	1991-01-01		1	2002-01-01		22	http://www.jstor.org/journal/usjapawomjengsup		usjapawomjengsup	P6Y	fulltext		University of Hawai'i Press	serial						usjapawomej		P	1991-01-01 - 2002-01-01	Asia Collection ; Arts & Sciences XIV Collection	Area Studies ; Asian Studies ; Feminist & Women's Studies ; Humanities		
Utopian Studies	1045991X	21549648	1987-01-01		1	2012-10-01	23	2	http://www.jstor.org/journal/utopianstudies		utopianstudies	P4Y	fulltext		Penn State University Press	serial								P	1987-01-01 - 2012-10-01	Philosophy Discipline Package ; Arts & Sciences VIII Collection ; Pennsylvania State University Press Package	Humanities ; Philosophy	606618122	2010-200204
Vegetatio	00423106		1948-01-01	1	1	1996-12-01	127	2	http://www.jstor.org/journal/vegetatio		vegetatio	P4Y	fulltext		Springer	serial						plantecology		P	1948-01-01 - 1996-12-01	Biological Sciences Collection ; Life Sciences Collection ; Ecology & Botany II Collection	Biological Sciences ; Botany & Plant Sciences ; Ecology & Evolutionary Biology ; Science & Mathematics	42210193	2009235212
Vegetation History and Archaeobotany	09396314	16176278	1992-01-01	1	1	2012-11-01	21	6	http://www.jstor.org/journal/vegehistarch		vegehistarch	P4Y	fulltext		Springer	serial								P	1992-01-01 - 2012-11-01	Ecology & Botany II Collection	Archaeology ; Botany & Plant Sciences ; Science & Mathematics ; Social Sciences		
Ventunesimo Secolo	15943755	1971159X	2004-03-01	3	5	2010-10-01	9	23	http://www.jstor.org/journal/ventseco		ventseco	P6Y	fulltext		Rubbettino Editore	serial								P	2004-03-01 - 2010-10-01	Arts & Sciences XII Collection	Political Science ; Social Sciences	190812655	
Verfassung und Recht in Übersee / Law and Politics in Africa, Asia and Latin America	05067286		1968-03-01	1	1	2012-01-01	45	4	http://www.jstor.org/journal/verfrechuber		verfrechuber	P4Y	fulltext		Nomos Verlagsgesellschaft mbH	serial								P	1968-03-01 - 2012-01-01	Arts & Sciences XII Collection	Business & Economics ; Development Studies ; International Relations ; Law ; Law ; Social Sciences		
The Vergilian Digest	02723026		1958-10-01		4	1958-10-01		4	http://www.jstor.org/journal/vergiliandigest		vergiliandigest	P1Y	fulltext		Vergilian Society	serial						vergilius1959		P	1958-10-01	Arts & Sciences XI Collection	Classical Studies ; Humanities ; Language & Literature	567713436	
Vergilius (1959-)	05067294		1959-10-01		5	2014-01-01	60		http://www.jstor.org/journal/vergilius1959		vergilius1959	P1Y	fulltext		Vergilian Society	serial							vergiliandigest	P	1959-10-01 - 2014-01-01	Arts & Sciences XI Collection	Classical Studies ; Humanities ; Language & Literature	567713383	
Verwaltung und Management	09479856		1995-01-01	1	6	2012-11-01	18	6	http://www.jstor.org/journal/verwmana		verwmana	P4Y	fulltext		Nomos Verlagsgesellschaft mbH	serial								P	1995-01-01 - 2012-11-01	Business IV Collection ; Business & Economics Collection	Business ; Business & Economics ; Management & Organizational Behavior		
Vetus Testamentum	00424935		1951-01-01	1	1	2010-01-01	60	2	http://www.jstor.org/journal/vetustestamentum		vetustestamentum	P6Y	fulltext		Brill	serial								P	1951-01-01 - 2010-01-01	Arts & Sciences III Collection ; Religion & Theology Collection	Humanities ; Religion	46606373	2005-221962
Victorian Literature and Culture	10601503	14701553	1997-01-01	25	2	2010-01-01	38	2	http://www.jstor.org/journal/victlitcult		victlitcult	P6Y	fulltext		Cambridge University Press	serial							browinststud	P	1997-01-01 - 2010-01-01	Arts & Sciences V Collection	Area Studies ; British Studies ; Humanities ; Language & Literature	44626553	2002238617
Victorian Periodicals Newsletter	00496189		1968-01-01		1	1978-12-01	11	4	http://www.jstor.org/journal/victpernewsl		victpernewsl	P6Y	fulltext		Johns Hopkins University Press	serial						victperiodrev		P	1968-01-01 - 1978-12-01	Arts & Sciences V Collection	Area Studies ; British Studies ; Humanities ; Language & Literature	310470821	2009-235076
Victorian Periodicals Review	07094698		1979-04-01	12	1	2010-12-01	43	4	http://www.jstor.org/journal/victperiodrev		victperiodrev	P6Y	fulltext		Johns Hopkins University Press	serial							victpernewsl	P	1979-04-01 - 2010-12-01	Arts & Sciences V Collection	Area Studies ; British Studies ; Humanities ; Language & Literature	60448801	2005-242029
Victorian Poetry	00425206		1963-01-01	1	1	2010-12-01	48	4	http://www.jstor.org/journal/victpoet		victpoet	P6Y	fulltext		West Virginia University Press	serial								P	1963-01-01 - 2010-12-01	Arts & Sciences V Collection	Area Studies ; British Studies ; Humanities ; Language & Literature	43810477	215448
Victorian Review	08481512		1989-04-01	15	1	2012-10-01	38	2	http://www.jstor.org/journal/victrevi		victrevi	P4Y	fulltext		Victorian Studies Association of Western Canada	serial							newvicstuaswc	P	1989-04-01 - 2012-10-01	Arts & Sciences VIII Collection	Humanities ; Language & Literature	680371818	2010-235180
Victorian Studies	00425222	15272052	1957-09-01	1	1	2012-10-01	55	1	http://www.jstor.org/journal/victorianstudies		victorianstudies	P4Y	fulltext		Indiana University Press	serial								P	1957-09-01 - 2012-10-01	History Discipline Package ; Arts & Sciences V Collection	Area Studies ; British Studies ; History ; History ; Humanities ; Language & Literature	42576503	sn99-4674
Vienna Yearbook of Population Research	17284414	17285305	2003-01-01	1		2013-01-01	11		http://www.jstor.org/journal/vienyearpopurese		vienyearpopurese	P2Y	fulltext		Austrian Academy of Sciences Press	serial							demoinfo	P	2003-01-01 - 2013-01-01	Arts & Sciences X Collection	Population Studies ; Social Sciences	214340589	2008-263207
Vierteljahrschrift für Sozial- und Wirtschaftsgeschichte	00425699		1903-01-01	1	1	1971-01-01	58	4	http://www.jstor.org/journal/viersoziwirt		viersoziwirt	P5Y	fulltext		Franz Steiner Verlag	serial						vswgviersoziwirt	zeitsociwirt	P	1903-01-01 - 1971-01-01	Business & Economics Collection ; Arts & Sciences IX Collection ; Business III Collection	Business ; Business & Economics ; Economics ; History ; History	567913648	2011-235797
Vierteljahrshefte für Zeitgeschichte	00425702		1953-01-01	1	1	2005-10-01	53	4	http://www.jstor.org/journal/vierzeit		vierzeit	P11Y	fulltext		Oldenbourg Wissenschaftsverlag GmbH (and its subsidiary Akademie Verlag GmbH)	serial								P	1953-01-01 - 2005-10-01	Arts & Sciences V Collection	History ; History	252503946	2009-235783
Vietnam Perspectives	05069823		1965-08-01	1	1	1967-11-01	3	2	http://www.jstor.org/journal/vietpers		vietpers	P8Y	fulltext		Taylor & Francis, Ltd.	serial						soutasiapers		P	1965-08-01 - 1967-11-01	Arts & Sciences VI Collection	Area Studies ; Asian Studies ; Political Science ; Social Sciences	61283856	2009-235698
Vigiliae Christianae	00426032		1947-01-01	1	1	2010-01-01	64	4	http://www.jstor.org/journal/vigichri		vigichri	P6Y	fulltext		Brill	serial								P	1947-01-01 - 2010-01-01	Arts & Sciences III Collection ; Religion & Theology Collection	Humanities ; Religion	50924640	2005-237364
Vingtième Siècle. Revue d'histoire	02941759	19506678	1984-01-01		1	2012-10-01		116	http://www.jstor.org/journal/vingsiecrevuhist		vingsiecrevuhist	P4Y	fulltext		Sciences Po University Press	serial								P	1984-01-01 - 2012-10-01	Arts & Sciences VII Collection	History ; History	67618979	2007-234113
The Virginia Law Register	15471357		1895-05-01	1	1	1928-04-01	13	12	http://www.jstor.org/journal/virglawregi		virglawregi		fulltext		Virginia Law Review	serial						virglawrevi		P	1895-05-01 - 1928-04-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection	Law ; Law	54471104	2005 237215
Virginia Law Review	00426601		1913-10-01	1	1	2014-12-01	100	8	http://www.jstor.org/journal/virglawrevi		virglawrevi	P2Y	fulltext		Virginia Law Review	serial							virglawregi	P	1913-10-01 - 2014-12-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection ; Public Library I Collection	Law ; Law	47016858	2004-235684
The Virginia Magazine of History and Biography	00426636		1893-07-01	1	1	2012-01-01	120	4	http://www.jstor.org/journal/virghistbiog		virghistbiog	P4Y	fulltext		Virginia Historical Society	serial								P	1893-07-01 - 2012-01-01	Arts & Sciences V Collection	American Studies ; Area Studies ; History ; History	60624252	2008-236261
Visual Arts Research	07360770	21518009	1982-10-01	8	2	2012-12-31	38	2	http://www.jstor.org/journal/visuartsrese		visuartsrese	P4Y	fulltext		University of Illinois Press	serial							reviresevisuarts	P	1982-10-01 - 2012-12-31	Arts & Sciences VIII Collection ; Art, Art History & Architecture Discipline Package ; University of Illinois Press Package	Art & Art History ; Arts ; Education ; Social Sciences	60617245	2009-201606
Vivarium	00427543	15685349	1963-01-01	1		2010-01-01	48	3/4	http://www.jstor.org/journal/vivarium		vivarium	P6Y	fulltext		Brill	serial								P	1963-01-01 - 2010-01-01	Arts & Sciences XI Collection	History ; History ; Humanities ; Philosophy	46850764	
Voces: A Journal of Chicana/Latina Studies	10654690		1997-01-01	1	1	2001-04-01	3	1/2	http://www.jstor.org/journal/vocjchilatstu		vocjchilatstu	P6Y	fulltext		Mujeres Activas en Letras y Cambio Social (MALCS)	serial						chiclatistud		P	1997-01-01 - 2001-04-01	Arts & Sciences IX Collection	American Studies ; Area Studies	680466999	2012-234698
Volkswirtschaftliche Chronik	21998930	23643749	1898-01-01			1926-12-01			http://www.jstor.org/journal/volkchro		volkchro	P3Y	fulltext		Lucius & Lucius Verlagsgesellschaft mbH	serial								P	1898-01-01 - 1926-12-01	Business IV Collection ; Business & Economics Collection			
The Volume of the Walpole Society	01410016		1911-01-01	1		2010-01-01	72		http://www.jstor.org/journal/voluwalpsoci		voluwalpsoci	P6Y	fulltext		Walpole Society	serial								P	1911-01-01 - 2010-01-01	Arts & Sciences XI Collection	Art & Art History ; Arts	741483181	
Voluntas: International Journal of Voluntary and Nonprofit Organizations	09578765	15737888	1990-05-01	1	1	2012-12-01	23	4	http://www.jstor.org/journal/voluntas		voluntas	P4Y	fulltext		Springer	serial								P	1990-05-01 - 2012-12-01	Arts & Sciences X Collection ; Business & Economics Collection ; Business III Collection	Business ; Business & Economics ; Political Science ; Public Policy & Administration ; Social Sciences ; Sociology	44514128	2004-233292
Vox Guyanae	05061164	2352023X	1954-05-01	1	1	1959-10-01	3	6	http://www.jstor.org/journal/voxguyanae		voxguyanae	P1Y	fulltext		Brill	serial						nieuwestindigids	christoffel	P	1954-05-01 - 1959-10-01	Iberoamérica Collection ; Arts & Sciences IX Collection	Area Studies ; Latin American Studies	858035051	
VSWG: Vierteljahrschrift für Sozial- und Wirtschaftsgeschichte	03408728		1972-01-01	59	1	2011-01-01	98	1	http://www.jstor.org/journal/vswgviersoziwirt		vswgviersoziwirt	P5Y	fulltext		Franz Steiner Verlag	serial							viersoziwirt	P	1972-01-01 - 2011-01-01	Business & Economics Collection ; Arts & Sciences IX Collection ; Business III Collection	Business ; Business & Economics ; Economics ; History ; History	567913648	2011-235797
The Washington Historical Quarterly	03616223		1906-10-01	1	1	1935-10-01	26	4	http://www.jstor.org/journal/washhistq		washhistq	P6Y	fulltext		University of Washington	serial						pacnorwestq		P	1906-10-01 - 1935-10-01	Arts & Sciences VIII Collection	American Studies ; Area Studies ; History ; History	609330575	2011-235446
Washington History	10429719		1989-04-01	1	1	2015-10-01	27	2	http://www.jstor.org/journal/washhist		washhist	P1Y	fulltext		Historical Society of Washington, D.C.	serial							recocoluhistsoci	P	1989-04-01 - 2015-10-01	Public Library I Collection ; Arts & Sciences V Collection	American Studies ; Area Studies ; History ; History	428850565	2009-235281
Water Environment Research	10614303	15547531	1992-01-01	64	1	2008-12-01	80	12	http://www.jstor.org/journal/wateenvirese		wateenvirese	P8Y	fulltext		Water Environment Federation	serial							rjwatpollcontfed	P	1992-01-01 - 2008-12-01	Biological Sciences Collection ; Life Sciences Collection	Aquatic Sciences ; Science & Mathematics	57710020	2005213337
Waterbirds: The International Journal of Waterbird Biology	15244695	19385390	1999-01-01	22	3	2010-12-01	33	4	http://www.jstor.org/journal/wateintejwatebio		wateintejwatebio	P6Y	fulltext		Waterbird Society	serial							colowate	P	1999-01-01 - 2010-12-01	Biological Sciences Collection ; Life Sciences Collection	Biological Sciences ; Science & Mathematics ; Zoology	52392109	2004-242182
Watson's Art Journal	21526796		1867-06-29	7	10	1868-03-21	8	22	http://www.jstor.org/journal/watsartjour		watsartjour		fulltext	Publication of this title ceased in 1876.		serial							amerartj	P	1867-06-29 - 1868-03-21	Arts & Sciences VIII Collection	Art & Art History ; Arts	732906230	2011234549
Weed Science	00431745	15502759	1968-01-01	16	1	2012-10-01	60	4	http://www.jstor.org/journal/weedscience		weedscience	P4Y	fulltext		Weed Science Society of America	serial							weeds	P	1968-01-01 - 2012-10-01	Biological Sciences Collection ; Life Sciences Collection ; Ecology & Botany II Collection	Biological Sciences ; Botany & Plant Sciences ; Science & Mathematics	46646385	2004-214228
Weed Technology	0890037X	15502740	1987-01-01	1	1	2012-10-01	26	4	http://www.jstor.org/journal/weedtechnology		weedtechnology	P4Y	fulltext		Weed Science Society of America	serial								P	1987-01-01 - 2012-10-01	Biological Sciences Collection ; Life Sciences Collection ; Ecology & Botany II Collection	Biological Sciences ; Botany & Plant Sciences ; Science & Mathematics	46704902	2004-214230
Weeds	0096719X		1951-10-01	1	1	1967-10-01	15	4	http://www.jstor.org/journal/weeds		weeds	P4Y	fulltext		Weed Science Society of America	serial						weedscience		P	1951-10-01 - 1967-10-01	Biological Sciences Collection ; Life Sciences Collection ; Ecology & Botany II Collection	Biological Sciences ; Botany & Plant Sciences ; Science & Mathematics	175290712	2007-265267
Weltwirtschaftliches Archiv	00432636		1913-01-01	1		2002-01-01	138	4	http://www.jstor.org/journal/weltarch		weltarch	P4Y	fulltext		Springer	serial						reviworleconwelt		P	1913-01-01 - 2002-01-01	Business & Economics Collection ; Arts & Sciences IX Collection ; Business III Collection	Business ; Business & Economics ; Economics	565428592	2010-235213
Wesley and Methodist Studies	22911723	22911731	2009-01-01	1		2012-01-01	4		http://www.jstor.org/journal/weslmethstud		weslmethstud	P4Y	fulltext		Penn State University Press	serial								P	2009-01-01 - 2012-01-01	Pennsylvania State University Press Package ; Religion Discipline Package ; Religion & Theology Collection	History ; History ; Humanities ; Religion		
West 86th: A Journal of Decorative Arts, Design History, and Material Culture	21535531	21535558	2011-03-01	18	1	2012-09-01	19	2	http://www.jstor.org/journal/west86th		west86th	P4Y	fulltext		University of Chicago Press	serial							studdecoarts	P	2011-03-01 - 2012-09-01	Public Library I Collection ; Art, Art History & Architecture Discipline Package ; Complete Chicago Package ; Arts & Sciences XI Collection	Art & Art History ; Arts	528726992	2010-202902
West Virginia History	0043325X	19405057	2007-04-01	1	1	2010-10-01	4	2	http://www.jstor.org/journal/westvirghist		westvirghist	P6Y	fulltext		West Virginia University Press	serial								P	2007-04-01 - 2010-10-01		History ; History		
